ext_id|etype|birth_death_years|mainrole|mainform|firstname|firstname1|formcompl|lastname|firstname2|computedform|url
AUT00004008|Personne|1720-1806|Auteur|GOZZI|Carlo|Carlo||GOZZI||carlo gozzi|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004008&ref=BIB00036570&p=1
AUT00004021|Personne|1524-1580|Auteur|CAMOES|Luis de|Luis de||CAMOES||luis de camoes|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004021&ref=BIB00036570&p=1
AUT00004032|Personne|1780-1819|Auteur|SOLGER|Karl Wilhelm Ferdinand|Karl Wilhelm Ferdinand||SOLGER||karl wilhelm ferdinand solger|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004032&ref=BIB00036570&p=1
AUT00004078|Personne|1632-1675|Dessinateur|LEFEBVRE|Claude|Claude||LEFEBVRE||claude lefebvre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004078&ref=BIB00036570&p=1
AUT00004079|Personne|1608-1677|Dessinateur|LEFEBVRE|Rolland|Rolland|dit Rolland de Venise|LEFEBVRE||rolland lefebvre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004079&ref=BIB00036570&p=1
AUT00004218|Personne|1738-17..|Dessinateur|SAINT-QUENTIN|Jacques Philippe Joseph de|Jacques Philippe Joseph de||SAINT-QUENTIN||jacques philippe joseph de saint-quentin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004218&ref=BIB00036570&p=1
AUT00004238|Personne|1714-1785|Sculpteur|PIGALLE|Jean-Baptiste|Jean-Baptiste||PIGALLE||jean-baptiste pigalle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004238&ref=BIB00036570&p=1
AUT00004241|Personne|1788-1875|Dessinateur|MUNIER-ROMILLY|Amélie|Amélie||MUNIER-ROMILLY||amélie munier-romilly|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004241&ref=BIB00036570&p=1
AUT00004337|Personne|1775-1854|Comédien|Kemble|Charles|Charles||Kemble||charles kemble|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004337&ref=BIB00036570&p=1
AUT00004355|Personne|1536-1607|Auteur|Vauquelin de La Fresnaye|Jean|Jean||Vauquelin de La Fresnaye||jean vauquelin de la fresnaye|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004355&ref=BIB00036570&p=1
AUT00004374|Personne|1650-1718|Auteur|SAINCTONGE|Louise-Geneviève de|Louise-Geneviève de||SAINCTONGE||louise-geneviève de sainctonge|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004374&ref=BIB00036570&p=1
AUT00004381|Personne|1798-1869|Auteur|Varin|Charles|||Voirin|Charles|charles voirin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004381&ref=BIB00036570&p=1
AUT00004383|Personne|1798-1865|Auteur|Dupeuty|Charles|Charles||Dupeuty||charles dupeuty|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004383&ref=BIB00036570&p=1
AUT00004384|Personne|1788-1867|Auteur|Artois|Armand d|Armand d||Artois|Armand d|armand d artois|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004384&ref=BIB00036570&p=1
AUT00004390|Personne|1799-1875|Auteur|Saint-Georges|Henri de|Henri de||Saint-Georges||henri de saint-georges|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004390&ref=BIB00036570&p=1
AUT00004391|Personne|1794-1862|Auteur|Vanderburch|Emile|Emile||Vanderburch||emile vanderburch|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004391&ref=BIB00036570&p=1
AUT00004398|Personne|1794-1877|Auteur|Sauvage|Thomas|Thomas||Sauvage||thomas sauvage|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004398&ref=BIB00036570&p=1
AUT00004403|Personne|1756-1824|Auteur|Pelletier-Volméranges|Benoit|Benoit||Pelletier-Volméranges||benoit pelletier-volméranges|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004403&ref=BIB00036570&p=1
AUT00004405|Personne|1790-08-22/1859-11-21||Delestre-Poirson|Charles-Gaspard|Charles-Gaspard||Delestre-Poirson||charles-gaspard delestre-poirson|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004405&ref=BIB00036570&p=1
AUT00004406|Personne|1783-02-17 / 1838-02-18|Auteur|Brazier|Nicolas|Nicolas||Brazier||nicolas brazier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004406&ref=BIB00036570&p=1
AUT00004407|Personne|1782-1852|Auteur|Merle|Jean-Toussaint|Jean-Toussaint||Merle||jean-toussaint merle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004407&ref=BIB00036570&p=1
AUT00004408|Personne|1760-03-10 / 1825-02-05|Compositeur|Gaveaux|Pierre|Pierre||Gaveaux||pierre gaveaux|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004408&ref=BIB00036570&p=1
AUT00004437|Personne|1740-17...|Auteur|GODEVILLE|Marie-Madeleine de|Marie-Madeleine de||GODEVILLE||marie-madeleine de godeville|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004437&ref=BIB00036570&p=1
AUT00004445|Personne|1723-1807|Auteur|GRIMM|Friedrich Melchior|Friedrich Melchior||GRIMM||friedrich melchior grimm|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004445&ref=BIB00036570&p=1
AUT00004460|Personne|1762-1841|Editeur commercial|Martinet|Aaron|Aaron||Martinet||aaron martinet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004460&ref=BIB00036570&p=1
AUT00004492|Personne|1604-1676|Auteur|AUBIGNAC|François Hédelin|François Hédelin|abbé d|AUBIGNAC||françois hédelin aubignac|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004492&ref=BIB00036570&p=1
AUT00004494|Personne|1758-1836|Peintre|Vernet|Carle|Carle||Vernet||carle vernet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004494&ref=BIB00036570&p=1
AUT00004495|Personne|1772-1839|Lithographe|Joly|Adrien Jean Baptiste|Adrien Jean Baptiste|Muffat dit|Joly||adrien jean baptiste joly|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004495&ref=BIB00036570&p=1
AUT00004499|Personne|1773-18..|Graveur|Gatine|Georges-Jacques|Georges-Jacques||Gatine||georges-jacques gatine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004499&ref=BIB00036570&p=1
AUT00004500|Personne|1785-18..|Graveur|Maleuvre|Louis|Louis||Maleuvre||louis maleuvre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004500&ref=BIB00036570&p=1
AUT00004501|Personne|1753-1830|Compositeur|Champein|Stanislas|Stanislas||Champein||stanislas champein|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004501&ref=BIB00036570&p=1
AUT00004502|Personne|17..-18..|Dessinateur|Allain||||Allain||allain|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004502&ref=BIB00036570&p=1
AUT00004514|Personne|1749-1832|Auteur|Barré|Pierre-Yves|Pierre-Yves||Barré||pierre-yves barré|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004514&ref=BIB00036570&p=1
AUT00004515|Personne|1752-1830|Auteur|Radet|Jean-Baptiste|Jean-Baptiste||Radet||jean-baptiste radet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004515&ref=BIB00036570&p=1
AUT00004516|Personne|1733-1825|Auteur|Desfontaines|François-Georges|François-Georges||Desfontaines||françois-georges desfontaines|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004516&ref=BIB00036570&p=1
AUT00004517|Personne|1774-1838|Comédien|Potier|Charles|Charles||Potier||charles potier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004517&ref=BIB00036570&p=1
AUT00004518|Personne|1783-1832|Auteur|Moreau de Commagny|Charles-François-Jean-Baptiste|Charles-François-Jean-Baptiste||Moreau de Commagny||charles-françois-jean-baptiste moreau de commagny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004518&ref=BIB00036570&p=1
AUT00004519|Personne|17..-18..|Dessinateur|Gabriel||||Gabriel||gabriel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004519&ref=BIB00036570&p=1
AUT00004520|Personne|1768-1826|Auteur|Godard dAucourt de Saint-Just|Claude|Claude||Godard dAucourt de Saint-Just||claude godard daucourt de saint-just|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004520&ref=BIB00036570&p=1
AUT00004521|Personne|1773-1830|Compositeur|Catel|Charles-Simon|Charles-Simon||Catel||charles-simon catel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004521&ref=BIB00036570&p=1
AUT00004522|Personne|1761-1832|Graveur|Coqueret|Pierre Charles|Pierre Charles||Coqueret||pierre charles coqueret|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004522&ref=BIB00036570&p=1
AUT00004523|Personne|1786-18..|Dessinateur|Rascalon|Guillaume Jérôme|Guillaume Jérôme||Rascalon||guillaume jérôme rascalon|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004523&ref=BIB00036570&p=1
AUT00004527|Personne|1753-[1830]|Dessinateur|Chaponnier|Alexandre|Alexandre||Chaponnier|Alexandre|alexandre chaponnier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004527&ref=BIB00036570&p=1
AUT00004528|Personne|1755-1837|Auteur|Favières|Edmond de|Edmond de||Favières||edmond de favières|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004528&ref=BIB00036570&p=1
AUT00004529|Personne|1741-1813|Compositeur|Grétry|André-Ernest-Modeste|André-Ernest-Modeste||Grétry||andré-ernest-modeste grétry|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004529&ref=BIB00036570&p=1
AUT00004530|Personne|17..-18..|Dessinateur|Louis||||Louis||louis|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004530&ref=BIB00036570&p=1
AUT00004532|Personne|17..-18..|Auteur|Overnay|Armand Joseph|Armand Joseph||Overnay||armand joseph overnay|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004532&ref=BIB00036570&p=1
AUT00004533|Personne|1799-1854|Auteur|Nézel|Théodore|Théodore||Nézel||théodore nézel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004533&ref=BIB00036570&p=1
AUT00004534|Personne|1791-1864|Compositeur|Meyerbeer|Giacomo|Giacomo||Meyerbeer||giacomo meyerbeer|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004534&ref=BIB00036570&p=1
AUT00004535|Personne|1778-1866|Compositeur|Pacini|Antonio|Antonio||Pacini||antonio pacini|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004535&ref=BIB00036570&p=1
AUT00004536|Personne|1791-1871|Auteur|Deschamps|Émile|Émile||Deschamps||émile deschamps|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004536&ref=BIB00036570&p=1
AUT00004537|Personne|1774-1833|Auteur|Aumer||||Aumer||aumer|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004537&ref=BIB00036570&p=1
AUT00004538|Personne|1782-1871|Compositeur|Auber|Daniel-François-Esprit|Daniel-François-Esprit||Auber||daniel-françois-esprit auber|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004538&ref=BIB00036570&p=1
AUT00004539|Personne|1790-1868|Auteur|Delavigne|Germain|Germain||Delavigne||germain delavigne|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004539&ref=BIB00036570&p=1
AUT00004540|Personne|1766-1832|Auteur|Balloco|Giuseppe Luigi|Giuseppe Luigi||Balloco||giuseppe luigi balloco|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004540&ref=BIB00036570&p=1
AUT00004542|Personne|1774-1858|Auteur|Perin|René|René||Perin||rené perin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004542&ref=BIB00036570&p=1
AUT00004544|Personne|17..-18..|Auteur|Gondelier|Jean-Baptiste|Jean-Baptiste||Gondelier||jean-baptiste gondelier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004544&ref=BIB00036570&p=1
AUT00004545|Personne|1779-1854|Auteur|Coralli|Jean|Jean||Coralli||jean coralli|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004545&ref=BIB00036570&p=1
AUT00004546|Personne|1784-1853|Compositeur|Onslow|Georges|Georges||Onslow||georges onslow|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004546&ref=BIB00036570&p=1
AUT00004547|Personne|1787-1872|Compositeur|Carafa|Michele|Michele||Carafa||michele carafa|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004547&ref=BIB00036570&p=1
AUT00004548|Personne|17..-18..|Auteur|Lafortelle|A.-M.|A.-M.||Lafortelle||a.-m. lafortelle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004548&ref=BIB00036570&p=1
AUT00004549|Personne|1798-1855|Compositeur|Batton|Désiré-Alexandre|Désiré-Alexandre||Batton||désiré-alexandre batton|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004549&ref=BIB00036570&p=1
AUT00004550|Personne|1767-1844|Compositeur|Berton|Henri-Montan|Henri-Montan||Berton||henri-montan berton|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004550&ref=BIB00036570&p=1
AUT00004551|Personne|1784-1831|Auteur|Sterbini|Cesare|Cesare||Sterbini||cesare sterbini|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004551&ref=BIB00036570&p=1
AUT00004554|Personne|17..-18..|Auteur|Ménissier|Constant|Constant||Ménissier||constant ménissier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004554&ref=BIB00036570&p=1
AUT00004555|Personne|1796-1859|Auteur|Ader|Jean-Joseph|Jean-Joseph||Ader||jean-joseph ader|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004555&ref=BIB00036570&p=1
AUT00004556|Personne|1797-1869|Auteur|Anne|Théodore|Théodore||Anne||théodore anne|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004556&ref=BIB00036570&p=1
AUT00004557|Personne|17..-1833|Auteur|Nombret Saint-Laurent|Charles|Charles||Nombret Saint-Laurent||charles nombret saint-laurent|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004557&ref=BIB00036570&p=1
AUT00004561|Personne|1797-1885|Auteur|Saint-Amand|Jean-Armand|||Lacoste|Jean-Armand|jean-armand lacoste|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004561&ref=BIB00036570&p=1
AUT00004562|Personne|17..-18..|Auteur|Dulong|Jules|Jules||Dulong||jules dulong|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004562&ref=BIB00036570&p=1
AUT00004564|Personne|1791-1836|Compositeur|Gomis|José Melchor|José Melchor||Gomis||josé melchor gomis|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004564&ref=BIB00036570&p=1
AUT00004565|Personne|17..-18..|Auteur|Hurtado|||Monsieur|Hurtado||hurtado|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004565&ref=BIB00036570&p=1
AUT00004566|Personne|1784-1857|Auteur|Castil-Blaze||||Castil-Blaze||castil-blaze|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004566&ref=BIB00036570&p=1
AUT00004568|Personne|1799-1862|Compositeur|Halévy|Fromental|Fromental||Halévy||fromental halévy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004568&ref=BIB00036570&p=1
AUT00004569|Personne|1798-1865|Auteur|Saintine|X.-B.|X.-B.||Saintine||x.-b. saintine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004569&ref=BIB00036570&p=1
AUT00004570|Personne|1777-1871|Auteur|Taglioni|Filippo|Filippo||Taglioni||filippo taglioni|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004570&ref=BIB00036570&p=1
AUT00004571|Personne|1763-1850|Compositeur|Gyrowetz|Adalbert|Adalbert||Gyrowetz||adalbert gyrowetz|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004571&ref=BIB00036570&p=1
AUT00004574|Personne|17..-18..|Auteur|Berrettoni|Arcangelo|Arcangelo||Berrettoni||arcangelo berrettoni|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004574&ref=BIB00036570&p=1
AUT00004575|Personne|17..-18..|Auteur|Jarry|Alexandre|Alexandre||Jarry||alexandre jarry|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004575&ref=BIB00036570&p=1
AUT00004576|Personne|1785-1852|Compositeur|Schneitzhoeffer|Jean-Madeleine|Jean-Madeleine||Schneitzhoeffer||jean-madeleine schneitzhoeffer|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004576&ref=BIB00036570&p=1
AUT00004580|Personne|1786-1826|Compositeur|Weber|Carl Maria von|Carl Maria von||Weber||carl maria von weber|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004580&ref=BIB00036570&p=1
AUT00004592|Personne|17..-1850|Auteur|Laloue|Ferdinand|Ferdinand||Laloue||ferdinand laloue|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004592&ref=BIB00036570&p=1
AUT00004593|Personne|1791-1871|Auteur|Kock|Paul de|Paul de||Kock||paul de kock|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004593&ref=BIB00036570&p=1
AUT00004596|Personne|1796-1862|Auteur|Courcy|Frédéric de|Frédéric de||Courcy||frédéric de courcy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004596&ref=BIB00036570&p=1
AUT00004714|Personne|1772-1801|Auteur|NOVALIS|||Georg Philipp Friedrich, Freiherr von Hardenberg dit|NOVALIS||novalis|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004714&ref=BIB00036570&p=1
AUT00004771|Personne|1797-1848|Compositeur|Donizetti|Gaetano|Gaetano||Donizetti||gaetano donizetti|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004771&ref=BIB00036570&p=1
AUT00004777|Personne|1766-1824|Auteur|Cuvelier|Jean-Guillaume-Antoine|Jean-Guillaume-Antoine||Cuvelier||jean-guillaume-antoine cuvelier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004777&ref=BIB00036570&p=1
AUT00004838|Personne|1766-1828|Dessinateur|SPAMPANI|Giuseppe|Giuseppe||SPAMPANI||giuseppe spampani|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004838&ref=BIB00036570&p=1
AUT00005201|Personne|1658-1743|Auteur|Saint-Pierre|||Abbé de|Saint-Pierre||saint-pierre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00005201&ref=BIB00036570&p=1
AUT00005229|Personne|1793-1867|Dessinateur|Grenier de Saint-Martin|Francisque, Martin, François|Francisque, Martin, François||Grenier de Saint-Martin||francisque, martin, françois grenier de saint-martin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00005229&ref=BIB00036570&p=1
AUT00005230|Personne|1791-1843|Graveur|Thompson|Charles|Charles||Thompson||charles thompson|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00005230&ref=BIB00036570&p=1
